99
99
97
99
99
100
65
65
59
56
55
55
55
55
50
37
39
32
32
33
34
38
40
40
41
45
50
50
46
34
35
38
38
43
40
43
44
40
40
24
40
15
15
14
15
15
92
92
91
91
91
91
91
93
90
79
80
80
80
78
79
80
81
83
83
80
